Fascia,Cognome e Nome,Cognome e Nome normalized,Uppercase Surname,Cognome,Nome,Genere,Ateneo,Facoltà,GSD 2024,SSD 2024,SSD 2015,SC 2015,Struttura di afferenza,Servizio prestato in altro ateneo,molteplicità,OpenAlex ID,OpenAlex Name,ORCID,H-Index,I10-Index,Works Count,Cited By Count,Institution (OpenAlex)
Associato,RIBONI Daniele,RIBONI Daniele,RIBONI,Riboni,Daniele,M,CAGLIARI,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica,,,https://openalex.org/A5074097123,Daniele Riboni,0000-0002-0695-2040,26.0,55.0,131.0,3590.0,University of Cagliari
Ordinario,RICCA Filippo,RICCA Filippo,RICCA,Ricca,Filippo,M,GENOVA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",,,https://openalex.org/A5019306962,Filippo Ricca,0000-0002-3928-5408,39.0,119.0,229.0,5303.0,University of Genoa
Ordinario,RICCA Francesco,RICCA Francesco,RICCA,Ricca,Francesco,M,della CALABRIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica - DeMaCS,,,https://openalex.org/A5013411309,Francesco Ricca,0000-0001-8218-3178,32.0,68.0,241.0,3881.0,University of Calabria
Ordinario,RICCI Laura Emilia Maria,RICCI Laura Emilia Maria,RICCI,Ricci,Laura Emilia Maria,F,PISA,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5015647058,Laura Ricci,0000-0002-8179-8215,29.0,106.0,355.0,4043.0,University of Pisa
Associato,RICCIARDI Stefano,RICCIARDI Stefano,RICCIARDI,Ricciardi,Stefano,M,MOLISE,,01/INFO-01,INFO-01/A,INF/01,01/B1,Bioscienze e Territorio,,,https://openalex.org/A5022728528,Stefano Ricciardi,0000-0003-2123-452X,19.0,29.0,113.0,1224.0,University of Molise
Associato,RICCIO Daniel,RICCIO Daniel,RICCIO,Riccio,Daniel,M,Napoli Federico II,,01/INFO-01,INFO-01/A,INF/01,01/B1,Ingegneria Elettrica e delle Tecnologie dell'Informazione,,,https://openalex.org/A5026226784,Daniel Riccio,0000-0002-5844-0602,29.0,58.0,151.0,4023.0,University of Naples Federico II
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),RICCIO Vincenzo,RICCIO Vincenzo,RICCIO,Riccio,Vincenzo,M,UDINE,,01/INFO-01,INFO-01/A,INF/01,01/B1,"SCIENZE MATEMATICHE, INFORMATICHE E FISICHE",,,https://openalex.org/A5084639710,Vincenzo Riccio,0000-0002-6229-8231,17.0,25.0,62.0,1532.0,University of Udine
Ordinario,RICCOBENE Elvinia Maria,RICCOBENE Elvinia Maria,RICCOBENE,Riccobene,Elvinia Maria,F,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,,,,,,,,
Associato confermato,RICCOBENE Salvatore Antonio,RICCOBENE Salvatore Antonio,RICCOBENE,Riccobene,Salvatore Antonio,M,CATANIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica,,,,,,,,,,
Ordinario,RIGUZZI Fabrizio,RIGUZZI Fabrizio,RIGUZZI,Riguzzi,Fabrizio,M,FERRARA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e informatica,,,https://openalex.org/A5086909487,Fabrizio Riguzzi,0000-0003-1654-9703,26.0,75.0,287.0,2285.0,University of Ferrara
Ordinario,RINALDI Simone,RINALDI Simone,RINALDI,Rinaldi,Simone,M,SIENA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Ingegneria dell’Informazione e Scienze Matematiche,,,https://openalex.org/A5048136454,Simone Rinaldi,,14.0,17.0,29.0,1550.0,Massachusetts General Hospital
Associato,RIPAMONTI Laura Anna,RIPAMONTI Laura Anna,RIPAMONTI,Ripamonti,Laura Anna,F,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5029761033,Laura Anna Ripamonti,,12.0,19.0,125.0,583.0,University of Milan
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),RIVOLTA Massimo Walter,RIVOLTA Massimo Walter,RIVOLTA,Rivolta,Massimo Walter,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',,,https://openalex.org/A5054009456,Massimo W. Rivolta,0000-0002-8553-2414,17.0,25.0,106.0,1801.0,University of Milan
Associato,RIZZI Raffaella,RIZZI Raffaella,RIZZI,Rizzi,Raffaella,F,MILANO-BICOCCA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",,,https://openalex.org/A5086249420,Raffaella Rizzi,0000-0001-9730-7516,14.0,19.0,62.0,618.0,University of Milano-Bicocca
Associato,RIZZO Gianluca,RIZZO Gianluca,RIZZO,Rizzo,Gianluca,M,TORINO,,01/INFO-01,INFO-01/A,ING-INF/05,09/H1,Informatica,,,https://openalex.org/A5064053356,Gianluca Rizzo,0000-0002-5540-0621,27.0,41.0,98.0,2591.0,Università Cattolica del Sacro Cuore
Ordinario,ROCCETTI Marco,ROCCETTI Marco,ROCCETTI,Roccetti,Marco,M,BOLOGNA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica - Scienza e Ingegneria,,,https://openalex.org/A5025338247,Marco Roccetti,0000-0003-1264-8595,34.0,110.0,342.0,3772.0,University of Bologna
Ordinario,ROCCHESSO Davide,ROCCHESSO Davide,ROCCHESSO,Rocchesso,Davide,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5079160098,Davide Rocchesso,0000-0002-0849-7766,29.0,65.0,212.0,3457.0,University of Milan
Ordinario,RODOLA' Emanuele,RODOLÀ Emanuele,RODOLÀ,Rodolà,Emanuele,M,"ROMA ""La Sapienza""",,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5087051832,Emanuele Rodolà,0000-0003-0091-7241,39.0,79.0,229.0,7471.0,Sapienza University of Rome
Associato,ROMANO Marco,ROMANO Marco,ROMANO,Romano,Marco,M,Univ. Studi Internazionali di ROMA (UNINT),,01/INFO-01,INFO-01/A,INF/01,01/B1,Scienze Umanistiche e Sociali Internazionali,,,https://openalex.org/A5045864473,Marco Romano,0000-0002-3271-349X,54.0,185.0,421.0,9299.0,"University of Campania ""Luigi Vanvitelli"""
Ordinario,ROMBO Simona Ester,ROMBO Simona Ester,ROMBO,Rombo,Simona Ester,F,PALERMO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica,,,https://openalex.org/A5047319643,Simona E. Rombo,0000-0003-3833-835X,17.0,23.0,99.0,822.0,University of Palermo
Associato,RONGO Rocco,RONGO Rocco,RONGO,Rongo,Rocco,M,della CALABRIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica - DeMaCS,,,https://openalex.org/A5089245215,Rocco Rongo,0000-0003-4158-4375,21.0,37.0,107.0,1304.0,University of Calabria
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ROSANI Andrea,ROSANI Andrea,ROSANI,Rosani,Andrea,M,Libera Università di BOLZANO,Ingegneria,01/INFO-01,INFO-01/A,INF/01,01/B1,Non disponibile,,,https://openalex.org/A5109036666,Andrea Rosani,0009-0008-2622-6776,5.0,3.0,24.0,120.0,University of Trento
Ordinario,ROSASCO Lorenzo,ROSASCO Lorenzo,ROSASCO,Rosasco,Lorenzo,M,GENOVA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",,,https://openalex.org/A5061220999,Lorenzo Rosasco,0000-0003-3098-383X,44.0,152.0,405.0,10534.0,University of Genoa
Ordinario,ROSEN Alon,ROSEN Alon,ROSEN,Rosen,Alon,M,Bocconi MILANO,Economia,01/INFO-01,INFO-01/A,INF/01,01/B1,SCIENZE DELLA COMPUTAZIONE - DEPARTMENT OF COMPUTING SCIENCES (DCS),,,https://openalex.org/A5051186002,Alon Rosen,0000-0002-3021-7150,42.0,109.0,252.0,5779.0,Bocconi University
Associato,ROSONE Giovanna,ROSONE Giovanna,ROSONE,Rosone,Giovanna,F,PISA,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5003859151,Giovanna Rosone,0000-0001-5075-1214,17.0,27.0,85.0,1063.0,University of Pisa
Associato,ROSPOCHER Marco,ROSPOCHER Marco,ROSPOCHER,Rospocher,Marco,M,VERONA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Lingue e letterature straniere,,,https://openalex.org/A5043305308,Marco Rospocher,0000-0001-9391-3201,21.0,46.0,139.0,1658.0,University of Verona
Associato,ROSSANO Veronica,ROSSANO Veronica,ROSSANO,Rossano,Veronica,F,BARI,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5062791221,Veronica Rossano,0000-0002-4079-9641,16.0,28.0,118.0,1416.0,University of Bari Aldo Moro
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ROSSI Alessandra,ROSSI Alessandra,ROSSI,Rossi,Alessandra,F,Napoli Federico II,,01/INFO-01,INFO-01/A,INF/01,01/B1,INGEGNERIA ELETTRICA E DELLE TECNOLOGIE DELL'INFORMAZIONE,,,https://openalex.org/A5090974373,Anita De Rossi,0000-0001-6435-7509,54.0,197.0,397.0,9403.0,University of Padua
Associato,ROSSI Davide,ROSSI Davide,ROSSI,Rossi,Davide,M,BOLOGNA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica - Scienza e Ingegneria,,,https://openalex.org/A5015790909,Davide Rossi,0000-0002-2837-1597,82.0,348.0,1093.0,27952.0,Institute of Oncology Research
Ricercatore,ROSSI Gianluca,ROSSI Gianluca,ROSSI,Rossi,Gianluca,M,"ROMA ""Tor Vergata""",,01/INFO-01,INFO-01/A,INF/01,01/B1,"Ingegneria dell'Impresa ""Mario Lucertini""",,,https://openalex.org/A5062564113,Gianluca Del Rossi,0000-0002-6440-8203,23.0,43.0,105.0,1710.0,Creighton University
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ROSSI Lorenzo,ROSSI Lorenzo,ROSSI,Rossi,Lorenzo,M,CAMERINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,SCUOLA DI SCIENZE E TECNOLOGIE,,,https://openalex.org/A5060140595,Marco Rossi,0000-0002-7258-475X,45.0,107.0,236.0,6863.0,Istituto Clinico Sant'Ambrogio
Ordinario,ROSSI Sabina,ROSSI Sabina,ROSSI,Rossi,Sabina,F,"""Ca' Foscari"" VENEZIA",,01/INFO-01,INFO-01/A,INF/01,01/B1,"Scienze Ambientali, Informatica e Statistica",,,https://openalex.org/A5015760641,Sabina Rossi,0000-0002-1189-4439,19.0,38.0,154.0,1161.0,Ca' Foscari University of Venice
Ordinario,ROSSI Silvia,ROSSI Silvia,ROSSI,Rossi,Silvia,F,Napoli Federico II,,01/INFO-01,INFO-01/A,INF/01,01/B1,Ingegneria Elettrica e delle Tecnologie dell'Informazione,,,https://openalex.org/A5038221114,Silvia Rossi,0000-0001-9511-3857,54.0,171.0,319.0,8709.0,University of Pavia
Associato confermato,ROVERSI Luca,ROVERSI Luca,ROVERSI,Roversi,Luca,M,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5070875628,Luca Roversi,0000-0002-1871-6109,12.0,14.0,71.0,537.0,University of Turin
Associato,ROVETTA Stefano,ROVETTA Stefano,ROVETTA,Rovetta,Stefano,M,GENOVA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",,,https://openalex.org/A5042789365,Stefano Rovetta,0000-0003-3865-2613,23.0,57.0,193.0,2766.0,University of Genoa
Ordinario,RUFFO Giancarlo,RUFFO Giancarlo,RUFFO,Ruffo,Giancarlo,M,PIEMONTE ORIENTALE,,01/INFO-01,INFO-01/A,INF/01,01/B1,Scienze e Innovazione Tecnologica (DISIT),,,https://openalex.org/A5001467582,Giancarlo Ruffo,0000-0002-3407-9234,25.0,48.0,138.0,2073.0,Università degli Studi del Piemonte Orientale “Amedeo Avogadro”
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),RUGGERI Armando,RUGGERI Armando,RUGGERI,Ruggeri,Armando,M,MESSINA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"SCIENZE MATEMATICHE ED INFORMATICHE, SCIENZE FISICHE E SCIENZE DELLA TERRA",,,https://openalex.org/A5019853808,Armando Ruggeri,0000-0001-9300-2731,7.0,5.0,23.0,207.0,University of Messina
Ordinario,RUGGIERI Salvatore,RUGGIERI Salvatore,RUGGIERI,Ruggieri,Salvatore,M,PISA,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5071524745,Salvatore Ruggieri,0000-0002-1917-6087,31.0,76.0,220.0,9747.0,University of Pisa
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),RUNDO Francesco,RUNDO Francesco,RUNDO,Rundo,Francesco,M,CATANIA,,01/INFO-01,INFO-01/A,,,MATEMATICA E INFORMATICA,,,https://openalex.org/A5036892535,Francesco Rundo,0000-0003-1766-3065,25.0,39.0,141.0,1881.0,STMicroelectronics (Italy)
Ordinario,RUSSO Barbara,RUSSO Barbara,RUSSO,Russo,Barbara,F,Libera Università di BOLZANO,Ingegneria,01/INFO-01,INFO-01/A,INF/01,01/B1,FACOLTA' DI INGEGNERIA,,,https://openalex.org/A5014354355,Barbara Russo,0000-0003-3737-9264,28.0,55.0,235.0,2574.0,Free University of Bozen-Bolzano
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),RUSSO Giulia,RUSSO Giulia,RUSSO,Russo,Giulia,F,CATANIA,,01/INFO-01,INFO-01/A,,,SCIENZE DEL FARMACO E DELLA SALUTE,,,https://openalex.org/A5004880055,Giulia Russo,0000-0001-6616-7856,28.0,60.0,239.0,2667.0,University of Catania
Ordinario,RUSSO Marco,RUSSO Marco,RUSSO,Russo,Marco,M,CATANIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Fisica ed Astronomia ""Ettore Majorana""",,,https://openalex.org/A5016465387,Marco Russo,0000-0001-5151-9417,27.0,42.0,82.0,2035.0,Ospedale Garibaldi
Ordinario,SABADINI Nicoletta,SABADINI Nicoletta,SABADINI,Sabadini,Nicoletta,F,INSUBRIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Scienze Umane e dell'Innovazione per il Territorio,,,https://openalex.org/A5087795537,N. Sabadini,0000-0003-2846-4475,16.0,23.0,80.0,782.0,University of Insubria
Associato,SACERDOTI COEN Claudio,SACERDOTI COEN Claudio,SACERDOTI COEN,Sacerdoti Coen,Claudio,M,BOLOGNA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica - Scienza e Ingegneria,,,https://openalex.org/A5081097346,Claudio Sacerdoti Coen,0000-0002-4360-6016,18.0,30.0,116.0,1018.0,University of Bologna
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),SAEED Zafar,SAEED Zafar,SAEED,Saeed,Zafar,M,BARI,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5014314248,Zafar Saied Saify,0000-0002-9828-9281,18.0,28.0,107.0,1126.0,University of Karachi
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),SAIA Roberto,SAIA Roberto,SAIA,Saia,Roberto,M,CAGLIARI,,01/INFO-01,INFO-01/A,INF/01,01/B1,MATEMATICA E INFORMATICA,,,https://openalex.org/A5076632223,Roberto Saia,0000-0002-1734-0437,20.0,31.0,73.0,1226.0,University of Cagliari
Associato,SALA Pietro,SALA Pietro,SALA,Sala,Pietro,M,VERONA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5050753589,Pietro Sala,0000-0002-2612-1519,16.0,29.0,97.0,835.0,University of Verona
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),SALETTA Martina,SALETTA Martina,SALETTA,Saletta,Martina,F,BERGAMO,,01/INFO-01,INFO-01/A,INF/01,01/B1,SCIENZE UMANE E SOCIALI,,,https://openalex.org/A5081081559,Martina Saletta,0000-0001-7250-8987,4.0,1.0,19.0,46.0,University of Bergamo
Ordinario,SALOMONI Paola,SALOMONI Paola,SALOMONI,Salomoni,Paola,F,BOLOGNA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica - Scienza e Ingegneria,,,https://openalex.org/A5021701472,Paola Salomoni,0000-0002-1717-1901,30.0,76.0,186.0,2594.0,University of Bologna
Ricercatore,SALVI Giuseppe,SALVI Giuseppe,SALVI,Salvi,Giuseppe,M,"""Parthenope"" di NAPOLI",,01/INFO-01,INFO-01/A,INF/01,01/B1,SCIENZE ECONOMICHE GIURIDICHE INFORMATICHE E MOTORIE,,,https://openalex.org/A5038568636,Diana Di Luccio,0000-0002-0810-2250,18.0,27.0,77.0,829.0,Parthenope University of Naples
Associato,SALVO Ivano,SALVO Ivano,SALVO,Salvo,Ivano,M,"ROMA ""La Sapienza""",,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5028335233,Ivano Salvo,0000-0003-3111-701X,14.0,21.0,63.0,486.0,Sapienza University of Rome
Ordinario,SAMARATI Pierangela,SAMARATI Pierangela,SAMARATI,Samarati,Pierangela,F,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5091211008,Pierangela Samarati,0000-0001-7395-4620,64.0,201.0,465.0,21142.0,University of Milan
Associato,SAMORY Mattia,SAMORY Mattia,SAMORY,Samory,Mattia,M,"ROMA ""La Sapienza""",,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5010879920,Mattia Samory,0000-0002-4916-8352,13.0,14.0,60.0,800.0,Sapienza University of Rome
Ordinario,SANGIORGI Davide,SANGIORGI Davide,SANGIORGI,Sangiorgi,Davide,M,BOLOGNA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica - Scienza e Ingegneria,,,https://openalex.org/A5077030456,Davide Sangiorgi,0000-0001-5823-3235,46.0,113.0,336.0,8910.0,University of Bologna
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),SANGIOVANNI Mara,SANGIOVANNI Mara,SANGIOVANNI,Sangiovanni,Mara,F,Napoli Federico II,,01/INFO-01,INFO-01/A,INF/01,01/B1,INGEGNERIA ELETTRICA E DELLE TECNOLOGIE DELL'INFORMAZIONE,,,https://openalex.org/A5069419408,Mara Sangiovanni,0000-0003-4511-5031,8.0,4.0,37.0,289.0,Institute for High Performance Computing and Networking
Associato confermato,SANGNIER Arnaud Henri Paul,SANGNIER Arnaud Henri Paul,SANGNIER,Sangnier,Arnaud Henri Paul,M,GENOVA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",,,,,,,,,,
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),SANGUINETTI Manuela,SANGUINETTI Manuela,SANGUINETTI,Sanguinetti,Manuela,F,CAGLIARI,,01/INFO-01,INFO-01/A,INF/01,01/B1,MATEMATICA E INFORMATICA,,,https://openalex.org/A5081333735,Manuela Sanguinetti,0000-0002-0147-2208,15.0,25.0,60.0,2448.0,University of Cagliari
Associato confermato,SANITA' Laura,SANITÀ Laura,SANITÀ,Sanità,Laura,F,Bocconi MILANO,Economia,01/INFO-01,INFO-01/A,INF/01,01/B1,SCIENZE DELLA COMPUTAZIONE - DEPARTMENT OF COMPUTING SCIENCES (DCS),,,https://openalex.org/A5051955401,Laura Sanità,0000-0002-6384-1857,12.0,14.0,108.0,970.0,Bocconi University
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),SANTAMARIA Daniele Francesco,SANTAMARIA Daniele Francesco,SANTAMARIA,Santamaria,Daniele Francesco,M,CATANIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,MATEMATICA E INFORMATICA,,,https://openalex.org/A5012973308,Daniele Francesco Santamaria,0000-0002-4273-6521,7.0,3.0,61.0,135.0,University of Catania
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),SANTAMATO Vito,SANTAMATO Vito,SANTAMATO,Santamato,Vito,M,FOGGIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"SCIENZE AGRARIE, ALIMENTI, RISORSE NATURALI E INGEGNERIA",,,https://openalex.org/A5060806709,Vito Roberto Santamato,0000-0001-6370-7773,1.0,1.0,5.0,115.0,University of Bari Aldo Moro
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),SANTANIELLO Domenico,SANTANIELLO Domenico,SANTANIELLO,Santaniello,Domenico,M,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,SCIENZE DEL PATRIMONIO CULTURALE,,,https://openalex.org/A5066570823,Domenico Santaniello,0000-0002-5783-1847,22.0,46.0,123.0,1623.0,University of Salerno
Associato,SANTINI Francesco,SANTINI Francesco,SANTINI,Santini,Francesco,M,PERUGIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,MATEMATICA E INFORMATICA,,,https://openalex.org/A5034573269,Francesco Santini,0000-0001-6984-4816,35.0,97.0,307.0,4131.0,University of Basel
Ricercatore,SANTINI Massimo,SANTINI Massimo,SANTINI,Santini,Massimo,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5109045357,Massimo Santini,,66.0,208.0,551.0,19947.0,Azienda Ospedaliera Universitaria Pisana
Ordinario,SANTONE Antonella,SANTONE Antonella,SANTONE,Santone,Antonella,F,MOLISE,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Dipartimento di Medicina e di Scienze della Salute ""Vincenzo Tiberio""",,,https://openalex.org/A5004599844,Antonella Santone,0000-0002-2634-4456,34.0,99.0,360.0,4546.0,University of Molise
Associato,SANTORO Corrado,SANTORO Corrado,SANTORO,Santoro,Corrado,M,CATANIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica,,,https://openalex.org/A5040929138,Corrado Santoro,0000-0003-1780-5406,19.0,48.0,158.0,1314.0,University of Catania
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),SANTORO Federico Fausto,SANTORO Federico Fausto,SANTORO,Santoro,Federico Fausto,M,CATANIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,MATEMATICA E INFORMATICA,,,https://openalex.org/A5036053271,Federico Fausto Santoro,0000-0003-1430-5676,6.0,5.0,27.0,184.0,University of Catania
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),SAPIENZA Anna,SAPIENZA Anna,SAPIENZA,Sapienza,Anna,F,PIEMONTE ORIENTALE,,01/INFO-01,INFO-01/A,INF/01,01/B1,SCIENZE E INNOVAZIONE TECNOLOGICA (DISIT),,,https://openalex.org/A5091783761,Anna Sapienza,0000-0002-0842-7987,13.0,16.0,42.0,509.0,Institute for Scientific Interchange
Ordinario,SAPINO Maria Luisa,SAPINO Maria Luisa,SAPINO,Sapino,Maria Luisa,F,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5043892415,Maria Luisa Sapino,0000-0002-7621-3753,20.0,42.0,179.0,2002.0,University of Turin
Ricercatore,SARINI Marcello,SARINI Marcello,SARINI,Sarini,Marcello,M,MILANO-BICOCCA,,01/INFO-01,INFO-01/A,INF/01,01/B1,PSICOLOGIA,,,https://openalex.org/A5023632311,Marcello Sarini,0000-0002-6128-0064,16.0,19.0,76.0,887.0,University of Milano-Bicocca
Associato,SARTIANI Carlo,SARTIANI Carlo,SARTIANI,Sartiani,Carlo,M,BASILICATA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Ingegneria,,,https://openalex.org/A5026300883,Carlo Sartiani,0000-0002-6514-3569,16.0,21.0,92.0,774.0,University of Basilicata
Associato,SARTORI Fabio,SARTORI Fabio,SARTORI,Sartori,Fabio,M,MILANO-BICOCCA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",,,https://openalex.org/A5053982410,Fábio Sartori,0000-0002-5038-9785,14.0,24.0,131.0,1126.0,University of Milano-Bicocca
Ordinario,SASSI Roberto,SASSI Roberto,SASSI,Sassi,Roberto,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5020523131,Roberto B. Sassi,0000-0001-8862-0930,41.0,70.0,149.0,5623.0,University of British Columbia
Associato,SAURO Luigi,SAURO Luigi,SAURO,Sauro,Luigi,M,Napoli Federico II,,01/INFO-01,INFO-01/A,INF/01,01/B1,Ingegneria Elettrica e delle Tecnologie dell'Informazione,,,https://openalex.org/A5041558036,Luigi Sauro,0000-0001-6056-0868,17.0,29.0,88.0,954.0,University of Naples Federico II
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),SAVKOVIC Ognjen,SAVKOVIC Ognjen,SAVKOVIC,Savkovic,Ognjen,M,Libera Università di BOLZANO,Ingegneria,01/INFO-01,INFO-01/A,INF/01,01/B1,Non disponibile,,,https://openalex.org/A5009122904,Ognjen Savković,0000-0002-9141-3008,9.0,9.0,41.0,363.0,Free University of Bozen-Bolzano
Ricercatore,SCAGNETTO Ivan,SCAGNETTO Ivan,SCAGNETTO,Scagnetto,Ivan,M,UDINE,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Scienze Matematiche, Informatiche e Fisiche",,,https://openalex.org/A5107561079,Ivan Scagnetto,,9.0,8.0,46.0,352.0,University of Udine
Associato,SCANNIELLO Giuseppe,SCANNIELLO Giuseppe,SCANNIELLO,Scanniello,Giuseppe,M,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5082957347,Giuseppe Scanniello,0000-0003-0024-7508,29.0,102.0,304.0,3117.0,University of Salerno
Ordinario,SCARABOTTOLO Nello,SCARABOTTOLO Nello,SCARABOTTOLO,Scarabottolo,Nello,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5050008400,Nello Scarabottolo,,10.0,10.0,86.0,380.0,University of Milan
Ordinario,SCARANO Vittorio,SCARANO Vittorio,SCARANO,Scarano,Vittorio,M,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5036057602,Vittorio Scarano,0000-0001-8437-5253,28.0,69.0,233.0,5518.0,University of Salerno
Ordinario,SCATENI Riccardo,SCATENI Riccardo,SCATENI,Scateni,Riccardo,M,CAGLIARI,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica,,,https://openalex.org/A5003406070,Riccardo Scateni,0000-0002-0950-7372,20.0,29.0,118.0,1998.0,University of Cagliari
Ordinario,SCHETTINI Raimondo,SCHETTINI Raimondo,SCHETTINI,Schettini,Raimondo,M,MILANO-BICOCCA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",,,https://openalex.org/A5028039581,Raimondo Schettini,0000-0001-7461-1451,44.0,164.0,445.0,8980.0,University of Milano-Bicocca
